Key	S_bandwidth	S_DOS	S_total
mp-crupu	0.793044781571804	0.9832603332546872	0.9977750342882415
mp-lrz	0.8407438063507591	0.824924210935679	0.994459419417254
mp-bevox	0.6579901189609311	0.758706333911849	0.9654517580912582
mp-bmknz	0.723255088471762	0.907393737240266	0.9920396687656178
mp-ckuyf	0.920188730226094	0.830030213414053	0.9973310047381484
mp-bbui	0.7599086713103551	0.807286795800882	0.987971775471076
mp-cehut	0.929032452861822	0.8609198118940411	0.9982270562639264
mp-bqzfs	0.7558715000571721	0.726700758114545	0.9781086312113512
mp-mxn	0.903273897493364	0.94193993393685	0.9990864232551672
mp-dblyo	0.91876402002107	0.9255707512512752	0.9990801267027876
mp-ckvvp	0.992910428323236	0.926028975944661	0.9997659472674024
mp-ckuug	0.9750405095503852	0.8507204841064551	0.9987775369224444
mp-beqk	0.9120630943110072	0.9193458662154672	0.9989129649488676
mp-bkrya	0.8778124377320611	0.7427269163926571	0.9916880047904024
mp-org	0.883246503404674	0.9112178168707212	0.998328960464783
mp-ckwpe	0.973884205004792	0.523839388045785	0.9691236517642964
mp-bkpip	0.955052985342497	0.7285015739879811	0.9946115557941124
mp-clhvr	0.8659148240145451	0.7937071585980511	0.9941067618760716
mp-bmkci	0.544968649849322	0.8908818630764561	0.9612134096720124
mp-vjc	0.753618783365095	0.7695656853641151	0.9835228333972694
mp-bgleg	0.909074858712511	0.5714990569596521	0.9714945201282792
mp-clhht	0.6289036941070311	0.817068845826151	0.9698077309727714
