material_id,formula_pretty,spacegroup_number,wyckoff_positions
mp-hawxm,Na3(P3Pd10)2,225,"Na:2c,Na:1a,P:6e,Pd:8f,Pd:12h"
mp-hawxn,Zr6Ti2(Al2Pt)7,44,"Zr:4e,Zr:1b,Zr:1b,Ti:2c,Al:2d,Al:2c,Al:2d,Al:2c,Al:2d,Al:2c,Al:2d,Pt:1b,Pt:4e,Pt:1a,Pt:1a"
mp-hawxo,NaSr2Cd2Bi3,62,"Na:4c,Sr:4c,Sr:4c,Cd:4c,Cd:4c,Bi:4c,Bi:4c,Bi:4c"
mp-hawxp,Zr3AlPd2N,227,"Zr:12f,Al:4c,Pd:8e,N:4d"
mp-hawxq,HfZr5(GaRu)6,8,"Hf:1a,Zr:1a,Zr:1a,Zr:1a,Zr:1a,Zr:1a,Ga:1a,Ga:1a,Ga:2b,Ga:2b,Ru:2b,Ru:2b,Ru:2b"
mp-hawxr,Lu4In2(TeO6)3,5,"Lu:1a,Lu:2c,Lu:1b,In:2c,Te:1a,Te:2c,O:2c,O:2c,O:2c,O:2c,O:2c,O:2c,O:2c,O:2c,O:2c"
mp-hawxs,Ca2InPtRh,5,"Ca:2c,Ca:2c,In:1a,In:1b,Pt:2c,Rh:2c"
mp-hawxt,CsRb2BiSe3,198,"Cs:4a,Rb:4a,Rb:4a,Bi:4a,Se:12b"
mp-hawxu,LuZr(Ga2Ni)2,38,"Lu:1a,Zr:1b,Ga:2c,Ga:2c,Ni:1b,Ni:1a"
mp-hawxv,YCdNiPt3,160,"Y:1a,Cd:1a,Ni:1a,Pt:3b"
mp-hawxw,HfTi5CI12,1,"Hf:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,C:1a,I:1a,I:1a,I:1a,I:1a,I:1a,I:1a,I:1a,I:1a,I:1a,I:1a,I:1a,I:1a"
mp-hawxx,Rb4HfSnAs4,23,"Rb:4k,Hf:1c,Sn:1d,As:4k"
mp-hawxy,Sr10CoRe3N14,1,"Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Co:1a,Re:1a,Re:1a,Re:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a"
mp-hawxz,K6LuInSb4,23,"K:4k,K:1c,K:1d,Lu:1b,In:1a,Sb:4k"
mp-hawya,TiV3InSe8,160,"Ti:1a,V:3b,In:1a,Se:3b,Se:3b,Se:1a,Se:1a"
mp-hawyb,SrCdSn5Ir4,8,"Sr:1a,Cd:1a,Sn:1a,Sn:2b,Sn:2b,Ir:1a,Ir:1a,Ir:2b"
mp-hawyc,Rb2Te3PtO12,166,"Rb:2c,Te:3d,Pt:1a,O:6h,O:6h"
mp-hawyd,LiSc3Ag2Sn3,38,"Li:2a,Sc:4e,Sc:2b,Ag:4d,Sn:2b,Sn:4d"
mp-hawye,Zr5ZnSnSb2,38,"Zr:4f,Zr:1a,Zr:2d,Zr:1b,Zr:2e,Zn:2c,Sn:2e,Sb:1a,Sb:2d,Sb:1b"
mp-hawyf,Hf6GaPC2,38,"Hf:2c,Hf:1b,Hf:2c,Hf:1a,Ga:1b,P:1a,C:2c"
mp-hawyg,SrSb12(OsRu)2,12,"Sr:1a,Sb:4j,Sb:4j,Sb:2i,Sb:2i,Os:2f,Ru:2e"
mp-hawyh,Sc5TcP2,63,"Sc:2c,Sc:4g,Sc:4e,Tc:2c,P:4g"
mp-hawyi,Ba2Ti(SeS)2,11,"Ba:2e,Ba:2e,Ti:2e,Se:2e,Se:2e,S:4f"
mp-hawyj,KInSn3O8,8,"K:1a,In:1a,Sn:1a,Sn:1a,Sn:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a,O:1a"
mp-hawyk,Be4MoAu,164,"Be:1b,Be:1a,Be:6i,Mo:2d,Au:2d"
mp-hawyl,Ti10Be2SnSb5,38,"Ti:1a,Ti:1b,Ti:2d,Ti:2e,Ti:4f,Be:2c,Sn:1a,Sb:1b,Sb:2d,Sb:2e"
mp-hawym,AlCr4AgSe8,216,"Al:1a,Cr:4e,Ag:1d,Se:4e,Se:4e"
mp-hawyn,LiMn(IO3)4,2,"Li:1f,Mn:1h,I:2i,I:2i,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-hawyo,Rb2Ba(PRu)6,12,"Rb:2i,Ba:1a,P:2i,P:2i,P:2i,Ru:2h,Ru:4j"
mp-hawyp,Cs6Na2Sn7Pb,6,"Cs:2c,Cs:2c,Cs:1a,Cs:1b,Na:2c,Sn:1a,Sn:2c,Sn:1b,Sn:1b,Sn:2c,Pb:1a"
mp-hawyq,Ga6TcRh,65,"Ga:2f,Ga:2e,Ga:4o,Ga:4n,Tc:2h,Rh:2i"
mp-hawyr,LiAg2P11,8,"Li:1a,Ag:1a,Ag:1a,P:1a,P:1a,P:1a,P:2b,P:2b,P:2b,P:2b"
mp-hawys,AlHgBr4,2,"Al:2i,Hg:2i,Br:2i,Br:2i,Br:2i,Br:2i"
mp-hawyt,BaSrP2,189,"Ba:3g,Sr:3f,P:4h,P:2e"
mp-hawyu,TiAlRh3Se8,160,"Ti:1a,Al:1a,Rh:3b,Se:3b,Se:1a,Se:3b,Se:1a"
mp-hawyv,Ba4HfIrO8,65,"Ba:2i,Ba:2j,Hf:1c,Ir:1a,O:4o,O:2i,O:2j"
mp-hawyw,Cs2NbAuS4,70,"Cs:4g,Nb:2a,Au:2b,S:8h"
mp-hawyx,Rb4TaRhCl12,123,"Rb:4i,Ta:1d,Rh:1a,Cl:2g,Cl:2h,Cl:4k,Cl:4j"
mp-hawyy,Sc10GaSi2As3,6,"Sc:2c,Sc:2c,Sc:1a,Sc:1b,Sc:1b,Sc:1a,Sc:1a,Sc:1b,Ga:1b,Si:1a,Si:1b,As:1b,As:1a,As:1a"
mp-hawyz,ScCu6IO8,225,"Sc:1a,Cu:6d,I:1b,O:8f"
mp-hawza,MgTaBiF12,1,"Mg:1a,Ta:1a,Bi:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a,F:1a"
mp-hawzb,Sc4BBr5,12,"Sc:2i,Sc:2i,B:1b,Br:2i,Br:2i,Br:1d"
mp-hawzc,Ta9Si2B4Mo,87,"Ta:8i,Ta:1b,Si:2e,B:4h,Mo:1a"
mp-hawzd,Cd2Ge(PdO4)2,5,"Cd:2c,Ge:1a,Pd:1b,Pd:1a,O:2c,O:2c,O:2c,O:2c"
mp-hawze,Zr10SnGeSb5,8,"Zr:2b,Zr:2b,Zr:2b,Zr:1a,Zr:2b,Zr:1a,Sn:1a,Ge:1a,Sb:2b,Sb:1a,Sb:2b"
mp-hawzf,Ta8V2Si5Ge,97,"Ta:8k,V:2e,Si:1b,Si:4j,Ge:1a"
mp-hawzg,Al6Cu2NiRh,156,"Al:1a,Al:1a,Al:1b,Al:1b,Al:1c,Al:1c,Cu:1b,Cu:1b,Ni:1a,Rh:1a"
mp-hawzh,Mn4CoNiS8,216,"Mn:4e,Co:1c,Ni:1a,S:4e,S:4e"
mp-hawzi,TiBe3AlRe,186,"Ti:2b,Be:6c,Al:2a,Re:2b"
mp-hawzj,Ca2Y2Sb6Rh7,69,"Ca:2e,Y:2d,Sb:4m,Sb:2g,Rh:4m,Rh:2f,Rh:1a"
mp-hawzk,Ti8BeVBi4,97,"Ti:8k,Be:1a,V:1b,Bi:4j"
mp-hawzl,Sr6Cd3In5Sn2,8,"Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Sr:1a,Cd:1a,Cd:1a,Cd:1a,In:1a,In:1a,In:1a,In:1a,In:1a,Sn:1a,Sn:1a"
mp-hawzm,Li2CdSnSe4,31,"Li:4b,Cd:2a,Sn:2a,Se:2a,Se:2a,Se:4b"
mp-hawzn,Ta3NbTe8H3,187,"Ta:1f,Ta:2h,Nb:1e,Te:2i,Te:2i,Te:2h,Te:2h,H:1b,H:2g"
mp-hawzo,LuBeBOs,19,"Lu:4a,Be:4a,B:4a,Os:4a"
mp-hawzp,Y4Sn5GeIr7,107,"Y:4c,Sn:4d,Sn:1a,Ge:1a,Ir:4d,Ir:2b,Ir:1a"
mp-hawzq,Cs2NbNiS4,70,"Cs:4g,Nb:2b,Ni:2a,S:8h"
mp-hawzr,Rb6NbBrO5,216,"Rb:6g,Nb:1b,Br:1a,O:1d,O:4e"
mp-hawzs,Na2BiIrO6,146,"Na:1a,Na:1a,Bi:1a,Ir:1a,O:3b,O:3b"
mp-hawzt,Sr5GeBi2,62,"Sr:8d,Sr:4c,Sr:4c,Sr:4c,Ge:4c,Bi:8d"
mp-hawzu,Zr3AuC,63,"Zr:4f,Zr:2c,Au:2c,C:2b"
mp-hawzv,LiTi5(TcAs)6,8,"Li:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Tc:2b,Tc:2b,Tc:2b,As:2b,As:2b,As:1a,As:1a"
mp-hawzw,K3Rb(Bi2Pt)2,38,"K:1a,K:1b,K:1b,Rb:1a,Bi:2d,Bi:2e,Pt:2c"
mp-hawzx,CuPtRhSe4,74,"Cu:2e,Pt:2a,Rh:2c,Se:4i,Se:4h"
mp-hawzy,Zr2VReW2,12,"Zr:2i,V:1b,Re:1d,W:2f"
mp-hawzz,Sr2Ni2P4Pd,72,"Sr:4j,Ni:4g,P:4j,P:4j,Pd:2b"
mp-haxaa,Lu6AlCoOs,71,"Lu:4l,Lu:4n,Lu:4m,Al:1c,Al:1a,Co:2j,Os:2g"
mp-haxab,Sr10Sn5PbF2,97,"Sr:2e,Sr:8k,Sn:4j,Sn:1b,Pb:1a,F:2c"
mp-haxac,Cs4MnZnSe4,23,"Cs:4k,Mn:1a,Zn:1b,Se:4k"
mp-haxad,LiY19(Cd3Os)2,164,"Li:1b,Y:1a,Y:6i,Y:6i,Y:6i,Cd:6i,Os:2d"
mp-haxae,SrCo2PtO6,12,"Sr:2d,Co:4g,Pt:2a,O:4i,O:8j"
mp-haxaf,Sn4PtRh5,4,"Sn:2a,Sn:2a,Sn:2a,Sn:2a,Pt:2a,Rh:2a,Rh:2a,Rh:2a,Rh:2a,Rh:2a"
mp-haxag,PRuCl9,2,"P:2i,Ru:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i,Cl:2i"
mp-haxah,Hf16Ni4Mo3Au,160,"Hf:3b,Hf:1a,Hf:3b,Hf:3b,Hf:3b,Hf:3b,Ni:3b,Ni:1a,Mo:3b,Au:1a"
mp-haxai,NaY6RuI12,148,"Na:1b,Y:6f,Ru:1a,I:6f,I:6f"
mp-haxaj,K12Ga2AsP5,1,"K:1a,K:1a,K:1a,K:1a,K:1a,K:1a,K:1a,K:1a,K:1a,K:1a,K:1a,K:1a,Ga:1a,Ga:1a,As:1a,P:1a,P:1a,P:1a,P:1a,P:1a"
mp-haxak,Sr3Ca7(TaN5)2,1,"Sr:1a,Sr:1a,Sr:1a,Ca:1a,Ca:1a,Ca:1a,Ca:1a,Ca:1a,Ca:1a,Ca:1a,Ta:1a,Ta:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a"
mp-haxal,Na12Li3MgIn8,166,"Na:6h,Na:6h,Li:3e,Mg:1b,In:2c,In:6h"
mp-haxam,K3Ba3AlBi4,186,"K:6c,Ba:6c,Al:2b,Bi:6c,Bi:2b"
mp-haxan,Ba3ScBiSe6,167,"Ba:6e,Sc:2b,Bi:2a,Se:12f"
mp-haxao,NaPdPtSe3,9,"Na:2a,Na:2a,Pd:2a,Pd:2a,Pt:2a,Pt:2a,Se:2a,Se:2a,Se:2a,Se:2a,Se:2a,Se:2a"
mp-haxap,CaGa4PbBr16,1,"Ca:1a,Ga:1a,Ga:1a,Ga:1a,Ga:1a,Pb:1a,Br:1a,Br:1a,Br:1a,Br:1a,Br:1a,Br:1a,Br:1a,Br:1a,Br:1a,Br:1a,Br:1a,Br:1a,Br:1a,Br:1a,Br:1a,Br:1a"
mp-haxaq,Cs6BiTe4Br,186,"Cs:6c,Cs:6c,Bi:2b,Te:6c,Te:2b,Br:2a"
mp-haxar,Zr10AlSb5C2,38,"Zr:4f,Zr:1b,Zr:2e,Zr:1a,Zr:2d,Al:1b,Sb:2e,Sb:1a,Sb:2d,C:2c"
mp-haxas,Cs12CaYSe8,156,"Cs:3d,Cs:3d,Cs:3d,Cs:3d,Ca:1a,Y:1c,Se:1c,Se:1a,Se:3d,Se:3d"
mp-haxat,KSrAsS3,14,"K:4e,Sr:4e,As:4e,S:4e,S:4e,S:4e"
mp-haxau,Ti3BeSi2Os3,189,"Ti:4f,Ti:2f,Be:2a,Si:4d,Os:2g,Os:4g"
mp-haxav,Lu12Co4TcAg,71,"Lu:4l,Lu:4n,Lu:4m,Co:2g,Co:2j,Tc:1a,Ag:1c"
mp-haxaw,Hf2Nb2WN6,40,"Hf:2a,Hf:2a,Nb:2b,Nb:2b,W:2b,N:4c,N:4c,N:4c"
mp-haxax,Hf16MnNi4Os3,160,"Hf:3b,Hf:1a,Hf:3b,Hf:3b,Hf:3b,Hf:3b,Mn:1a,Ni:3b,Ni:1a,Os:3b"
mp-haxay,SrNb6SnSe12,162,"Sr:1b,Nb:4h,Nb:2e,Sn:1a,Se:6k,Se:6k"
mp-haxaz,K5BaVP4,9,"K:2a,K:2a,K:2a,K:2a,K:2a,Ba:2a,V:2a,P:2a,P:2a,P:2a,P:2a"
mp-haxba,Na4ZnSn6Au,164,"Na:6i,Na:2c,Zn:2d,Sn:6i,Sn:6i,Au:2d"
mp-haxbb,Ca8Ta3MnN12,1,"Ca:1a,Ca:1a,Ca:1a,Ca:1a,Ca:1a,Ca:1a,Ca:1a,Ca:1a,Ta:1a,Ta:1a,Ta:1a,Mn:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a,N:1a"
mp-haxbc,K4Ca2TiP4,9,"K:2a,K:2a,K:2a,K:2a,Ca:2a,Ca:2a,Ti:2a,P:2a,P:2a,P:2a,P:2a"
mp-haxbd,Ca4Si10NiPt5,23,"Ca:4k,Si:4k,Si:2i,Si:2j,Si:1a,Si:1b,Ni:1d,Pt:1c,Pt:4k"
mp-haxbe,Hf6CI12,148,"Hf:6f,C:1a,I:6f,I:6f"
mp-haxbf,CaTa2HgO7,74,"Ca:2a,Ta:2b,Ta:2c,Hg:2d,O:8j,O:2e,O:2e,O:2e"
mp-haxbg,Ba4SrCrN5,12,"Ba:2i,Ba:2i,Ba:4j,Sr:2i,Cr:2g,N:2i,N:4j,N:4j"
mp-haxbh,Cd6RhIO12,2,"Cd:2i,Cd:2i,Cd:1b,Cd:1e,Rh:1a,I:1h,O:2i,O:2i,O:2i,O:2i,O:2i,O:2i"
mp-haxbi,Sc4Ga3As3Ir7,160,"Sc:1a,Sc:3b,Ga:3b,As:3b,Ir:6c,Ir:1a"
mp-haxbj,Ba5Sb3H,193,"Ba:6g,Ba:4d,Sb:6g,H:2b"
mp-haxbk,K4CdTeO6,5,"K:1a,K:1b,K:1b,K:1b,Cd:1a,Te:1a,O:2c,O:2c,O:2c"
mp-haxbl,Rb2SrB2Pt7,166,"Rb:2c,Sr:1a,B:2c,Pt:6h,Pt:1b"
mp-haxbm,Zn5Cu(SnPt)4,156,"Zn:1a,Zn:1a,Zn:1a,Zn:1b,Zn:1c,Cu:1a,Sn:1b,Sn:1c,Sn:1c,Sn:1b,Pt:1a,Pt:1a,Pt:1b,Pt:1c"
mp-haxbn,TiGaRh3Se8,160,"Ti:1a,Ga:1a,Rh:3b,Se:1a,Se:3b,Se:1a,Se:3b"
mp-haxbo,K2MnCrN4,12,"K:2i,K:2i,Mn:2i,Cr:2i,N:2i,N:2i,N:4j"
mp-haxbp,Cs2CoMoS4,70,"Cs:4g,Co:2a,Mo:2b,S:8h"
mp-haxbq,CdHg5(SCl)4,5,"Cd:1a,Hg:2c,Hg:2c,Hg:1b,S:2c,S:2c,Cl:2c,Cl:2c"
mp-haxbr,HfSc2SnC2,194,"Hf:2a,Sc:4f,Sn:2b,C:4f"
mp-haxbs,Be7SiMo4,164,"Be:1a,Be:6i,Si:1b,Mo:2d,Mo:2d"
mp-haxbt,K2Co(PdO2)3,166,"K:2c,Co:1a,Pd:3e,O:6h"
mp-haxbu,Mg4P6Ir6Ru,229,"Mg:4c,P:6e,Ir:6d,Ru:1a"
mp-haxbv,CsScZnS3,63,"Cs:2c,Sc:2b,Zn:2c,S:4f,S:2c"
mp-haxbw,Rb(HfSe2)4,166,"Rb:1b,Hf:3e,Hf:1a,Se:6h,Se:2c"
mp-haxbx,LiY4MnC8,23,"Li:1a,Y:4k,Mn:1b,C:4k,C:4k"
mp-haxby,CaY(Si2Rh3)2,44,"Ca:1a,Y:1b,Si:2d,Si:2d,Rh:4e,Rh:2c"
mp-haxbz,Lu10HgBiIr4,97,"Lu:2e,Lu:8k,Hg:1a,Bi:1b,Ir:4j"
mp-haxca,Cr3Ag2PtSe8,166,"Cr:3e,Ag:2c,Pt:1b,Se:6h,Se:2c"
mp-haxcb,BaH4S3,26,"Ba:2a,H:4c,H:2b,H:2b,S:2a,S:2b,S:2b"
mp-haxcc,Co2Ni6RhS8,44,"Co:2c,Ni:2d,Ni:2c,Ni:2d,Rh:1a,S:4e,S:1a,S:1a,S:1b,S:1b"
mp-haxcd,Ba8As5I,82,"Ba:4g,Ba:4g,As:4g,As:1b,I:1c"
mp-haxce,Ba4HfPdO8,65,"Ba:2i,Ba:2j,Hf:1a,Pd:1c,O:4o,O:2i,O:2j"
mp-haxcf,CsNaP2Pd,63,"Cs:2c,Na:2c,P:4g,Pd:2a"
mp-haxcg,Lu12InFe3Sb,71,"Lu:4l,Lu:4m,Lu:4n,In:1c,Fe:2e,Fe:1a,Sb:1d"
mp-haxch,Y4SnSb5Rh7,107,"Y:4c,Sn:1a,Sb:4d,Sb:1a,Rh:1a,Rh:2b,Rh:4d"
mp-haxci,V10(SiAs)3,42,"V:2c,V:2c,V:2c,V:2c,V:2d,Si:2b,Si:1a,As:1a,As:2c"
mp-haxcj,K2Hf(WO4)3,5,"K:2c,Hf:1a,W:2c,W:1b,O:2c,O:2c,O:2c,O:2c,O:2c,O:2c"
mp-haxck,Ba2ReAgN4,11,"Ba:2e,Ba:2e,Re:2e,Ag:2e,N:4f,N:2e,N:2e"
mp-haxcl,RbZnRhF6,74,"Rb:2e,Zn:2a,Rh:2d,F:2e,F:2e,F:8j"
mp-haxcm,BaTi(CuSe2)2,40,"Ba:2b,Ti:2b,Cu:2b,Cu:2a,Se:2b,Se:2b,Se:4c"
mp-haxcn,Ba2LiAlSn2,72,"Ba:4j,Li:2b,Al:2a,Sn:4j"
mp-haxco,Lu12In2Tc2Rh,107,"Lu:4c,Lu:4d,Lu:4d,In:2b,Tc:1a,Tc:1a,Rh:1a"
mp-haxcp,HfAl3(GaFe2)3,44,"Hf:1a,Al:1b,Al:1a,Al:1a,Ga:2d,Ga:1b,Fe:2d,Fe:4e"
mp-haxcq,Lu(TaSn)6,191,"Lu:1a,Ta:6i,Sn:2c,Sn:2d,Sn:2e"
mp-haxcr,Sr3Ga2(SbP)2,15,"Sr:4f,Sr:2e,Ga:4f,Sb:4f,P:4f"
mp-haxcs,Sr6Sn8SbCl,87,"Sr:2e,Sr:4h,Sn:8i,Sb:1a,Cl:1b"
mp-haxct,KZr2N3,36,"K:2a,Zr:4b,N:4b,N:2a"
mp-haxcu,Ba5Al3Zn2Sn,187,"Ba:2i,Ba:2g,Ba:1c,Al:3k,Zn:2h,Sn:1a"
mp-haxcv,Ba3(GaIr)4,217,"Ba:3b,Ga:4c,Ir:4c"
mp-haxcw,SrNi2(Sb6Os)2,12,"Sr:1a,Ni:2f,Sb:4j,Sb:4j,Sb:2i,Sb:2i,Os:2e"
mp-haxcx,Sr2LiHC3,127,"Sr:4h,Li:2a,H:2b,C:4g,C:2d"
mp-haxcy,Sc3NiSn3Pd2,190,"Sc:6h,Ni:2b,Sn:6g,Pd:4f"
mp-haxcz,K2Te3IrO12,5,"K:2c,Te:2c,Te:1b,Ir:1a,O:2c,O:2c,O:2c,O:2c,O:2c,O:2c"
mp-haxda,SrCdSnS4,40,"Sr:2a,Cd:2b,Sn:2b,S:4c,S:2b,S:2b"
mp-haxdb,Sc6AlIn5Au6,5,"Sc:2c,Sc:2c,Sc:2c,Al:1b,In:2c,In:1a,In:2c,Au:2c,Au:2c,Au:2c"
mp-haxdc,Ba3Si2PtRh6,166,"Ba:2c,Ba:1b,Si:2c,Pt:1a,Rh:6h"
mp-haxdd,Ba4YTcO8,65,"Ba:2i,Ba:2j,Y:1a,Tc:1c,O:4o,O:2i,O:2j"
mp-haxde,Na4InSbO6,5,"Na:1a,Na:1b,Na:1b,Na:1b,In:1a,Sb:1a,O:2c,O:2c,O:2c"
mp-haxdf,Ta9Si2TcB4,87,"Ta:1a,Ta:8i,Si:2e,Tc:1b,B:4h"
mp-haxdg,Zr4Al3ReO,162,"Zr:6k,Zr:2d,Al:6k,Re:2c,O:1a,O:1b"
mp-haxdh,Rb3Si4Au,59,"Rb:4e,Rb:2a,Si:4f,Si:4e,Au:2b"
mp-haxdi,CsMn3NiO8,12,"Cs:1d,Mn:1a,Mn:2e,Ni:1b,O:2i,O:4j,O:2i"
mp-haxdj,Cs2SrAs2O7,8,"Cs:1a,Cs:1a,Sr:1a,As:1a,As:1a,O:2b,O:2b,O:1a,O:1a,O:1a"
mp-haxdk,Cs4CrTcP4,23,"Cs:4k,Cr:1c,Tc:1d,P:4k"
mp-haxdl,Sc12AlNi4Os,71,"Sc:4l,Sc:4m,Sc:4n,Al:1c,Ni:2g,Ni:2j,Os:1a"
mp-haxdm,Y4Si(PtRh)6,229,"Y:4c,Si:1a,Pt:6d,Rh:6e"
mp-haxdn,Cu4HgBiO8,82,"Cu:4g,Hg:1c,Bi:1a,O:4g,O:4g"
mp-haxdo,Sb12Ru2PtAu,2,"Sb:2i,Sb:2i,Sb:2i,Sb:2i,Sb:2i,Sb:2i,Ru:1c,Ru:1h,Pt:1b,Au:1d"
mp-haxdp,Ba2IOF,67,"Ba:4m,I:2g,O:2a,F:2b"
mp-haxdq,Nb6Si6Mo5Os,8,"Nb:2b,Nb:2b,Nb:2b,Si:2b,Si:1a,Si:1a,Si:1a,Si:1a,Mo:1a,Mo:1a,Mo:1a,Mo:1a,Mo:1a,Os:1a"
mp-haxdr,Na2CuAsS3,14,"Na:4e,Na:4e,Cu:4e,As:4e,S:4e,S:4e,S:4e"
mp-haxds,K2Rb4(MoH9)3,38,"K:2e,Rb:1b,Rb:1a,Rb:2d,Mo:2e,Mo:1a,H:4f,H:4f,H:4f,H:2d,H:1a,H:4f,H:2c,H:2e,H:2e,H:2e"
mp-haxdt,RbGaNiF6,74,"Rb:2e,Ga:2a,Ni:2d,F:2e,F:2e,F:8j"
mp-haxdu,KSbOF4,14,"K:4e,Sb:4e,O:4e,F:4e,F:4e,F:4e,F:4e"
mp-haxdv,Cs12Sc(AlTe4)3,1,"Cs:1a,Cs:1a,Cs:1a,Cs:1a,Cs:1a,Cs:1a,Cs:1a,Cs:1a,Cs:1a,Cs:1a,Cs:1a,Cs:1a,Sc:1a,Al:1a,Al:1a,Al:1a,Te:1a,Te:1a,Te:1a,Te:1a,Te:1a,Te:1a,Te:1a,Te:1a,Te:1a,Te:1a,Te:1a,Te:1a"
mp-haxdw,Zr6Ta2Al15Rh7,44,"Zr:4e,Zr:1b,Zr:1b,Ta:2c,Al:1b,Al:2c,Al:2d,Al:2c,Al:2d,Al:2d,Al:2c,Al:2d,Rh:4e,Rh:1a,Rh:1a,Rh:1b"
mp-haxdx,YSiTc2C,63,"Y:2c,Si:2c,Tc:4f,C:2a"
mp-haxdy,InAg(NO3)4,14,"In:2c,Ag:2b,N:4e,N:4e,O:4e,O:4e,O:4e,O:4e,O:4e,O:4e"
mp-haxdz,Y4MnSi4Ir,8,"Y:1a,Y:1a,Y:1a,Y:1a,Mn:1a,Si:1a,Si:1a,Si:1a,Si:1a,Ir:1a"
mp-haxea,Hf6Ti6Si5As,8,"Hf:2b,Hf:2b,Hf:2b,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Si:2b,Si:1a,Si:1a,Si:1a,As:1a"
mp-haxeb,SrInSnPd,12,"Sr:2i,In:2i,Sn:2i,Pd:2i"
mp-haxec,Sc6Al13Mo3Os7,160,"Sc:3b,Sc:3b,Al:1a,Al:3b,Al:1a,Al:3b,Al:1a,Al:3b,Al:1a,Mo:3b,Os:1a,Os:3b,Os:3b"
mp-haxed,Y3Si6(Pd7Rh3)2,166,"Y:2c,Y:1a,Si:6h,Pd:2c,Pd:6h,Pd:6f,Rh:6h"
mp-haxee,Rb3LiSi4,62,"Rb:4c,Rb:8d,Li:4b,Si:4c,Si:8d,Si:4c"
mp-haxef,Ti8Al15Co6Pd,1,"Ti:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Co:1a,Pd:1a"
mp-haxeg,Sc5Al16PIr7,107,"Sc:1a,Sc:4c,Al:4d,Al:4d,Al:4d,Al:4d,P:1a,Ir:1a,Ir:2b,Ir:4c"
mp-haxeh,Ti8Al15Fe6Pt,1,"Ti:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Ti:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Al:1a,Fe:1a,Fe:1a,Fe:1a,Fe:1a,Fe:1a,Fe:1a,Pt:1a"
mp-haxei,Ba3ScTiSbO9,164,"Ba:2d,Ba:2d,Ba:2c,Sc:1b,Sc:1a,Ti:2d,Sb:2d,O:6i,O:6i,O:6i"
mp-haxej,Si4Ni16(AsPd2)3,139,"Si:4f,Ni:8n,Ni:8n,As:1a,As:2c,Pd:4h,Pd:2e"
mp-haxek,Rb2Y7BBr18,148,"Rb:2c,Y:6f,Y:1b,B:1a,Br:6f,Br:6f,Br:6f"
mp-haxel,Sc6Nb4Al12Os7,216,"Sc:6f,Nb:4e,Al:4e,Al:4e,Al:4e,Os:1b,Os:6g"
mp-haxem,Hf6Ti6Ga10Ir7,44,"Hf:4e,Hf:1b,Hf:1b,Ti:2c,Ti:2d,Ti:2c,Ga:2d,Ga:2c,Ga:2d,Ga:2c,Ga:2d,Ir:1b,Ir:4e,Ir:1a,Ir:1a"
mp-haxen,Sc6Ti7Al9Ir8,160,"Sc:3b,Sc:3b,Ti:1a,Ti:3b,Ti:3b,Al:1a,Al:3b,Al:1a,Al:3b,Al:1a,Ir:3b,Ir:3b,Ir:1a,Ir:1a"
mp-haxeo,Hf6Al9(FeSi)7,160,"Hf:3b,Hf:3b,Al:1a,Al:3b,Al:3b,Al:1a,Al:1a,Fe:3b,Fe:3b,Fe:1a,Si:3b,Si:3b,Si:1a"
mp-haxep,Sc5Al16GeIr7,107,"Sc:1a,Sc:4c,Al:4d,Al:4d,Al:4d,Al:4d,Ge:1a,Ir:1a,Ir:2b,Ir:4c"
mp-haxeq,K4Zr6SBr18,2,"K:2i,K:2i,Zr:2i,Zr:2i,Zr:2i,S:1e,Br:2i,Br:2i,Br:2i,Br:2i,Br:2i,Br:2i,Br:2i,Br:2i,Br:2i"
